Source,Destination,Protocol,Length,Info,Source MAC Address,Destination MAC,Source IP ARP,Destination IP ARP,Label
199.232.210.172,192.168.77.21,TCP,1514,80  >  49951 [ACK] Seq=58717 Ack=449 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
199.232.210.172,192.168.77.21,TCP,1390,"80  >  49951 [PSH, ACK] Seq=60177 Ack=449 Win=64240 Len=1336 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,199.232.210.172,TCP,54,49951  >  80 [ACK] Seq=449 Ack=61513 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
199.232.210.172,192.168.77.21,TCP,1452,"80  >  49951 [PSH, ACK] Seq=61513 Ack=449 Win=64240 Len=1398 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
199.232.210.172,192.168.77.21,TCP,1452,"80  >  49951 [PSH, ACK] Seq=62911 Ack=449 Win=64240 Len=1398 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,199.232.210.172,TCP,54,49951  >  80 [ACK] Seq=449 Ack=64309 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
199.232.210.172,192.168.77.21,TCP,1514,80  >  49951 [ACK] Seq=64309 Ack=449 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
199.232.210.172,192.168.77.21,HTTP,496,HTTP/1.1 206 Partial Content ,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,199.232.210.172,TCP,54,49951  >  80 [ACK] Seq=449 Ack=66211 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
157.240.199.35,192.168.77.21,UDP,1082,443  >  63704 Len=1040,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,157.240.199.35,UDP,84,63704  >  443 Len=42,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
157.240.199.35,192.168.77.21,UDP,90,443  >  63704 Len=48,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,50:00:00:02:00:03,01:80:c2:00:00:00,,,0
50:00:00:02:00:03,CDP/VTP/DTP/PAgP/UDLD,DTP,60,Dynamic Trunk Protocol,50:00:00:02:00:03,01:00:0c:cc:cc:cc,,,0
50:00:00:02:00:03,CDP/VTP/DTP/PAgP/UDLD,DTP,90,Dynamic Trunk Protocol,50:00:00:02:00:03,01:00:0c:cc:cc:cc,,,0
192.168.77.21,157.240.199.35,UDP,950,63704  >  443 Len=908,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,157.240.199.35,UDP,1286,63704  >  443 Len=1244,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,157.240.199.35,UDP,934,63704  >  443 Len=892,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
157.240.199.35,192.168.77.21,UDP,90,443  >  63704 Len=48,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,157.240.199.35,UDP,77,63704  >  443 Len=35,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
157.240.199.35,192.168.77.21,UDP,90,443  >  63704 Len=48,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
157.240.199.35,192.168.77.21,UDP,1082,443  >  63704 Len=1040,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,157.240.199.35,UDP,84,63704  >  443 Len=42,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
157.240.199.35,192.168.77.21,UDP,90,443  >  63704 Len=48,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,8.8.8.8,DNS,70,Standard query 0x4a88 A dns.google,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,8.8.8.8,DNS,70,Standard query 0x1039 Unknown (65) dns.google,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
8.8.8.8,192.168.77.21,DNS,102,Standard query response 0x4a88 A dns.google A 8.8.4.4 A 8.8.8.8,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.8.8,192.168.77.21,DNS,146,Standard query response 0x1039 Unknown (65) dns.google SOA ns1.zdns.google,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,8.8.4.4,UDP,1292,59826  >  443 Len=1250,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,8.8.4.4,UDP,1292,59826  >  443 Len=1250,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,8.8.4.4,UDP,124,59826  >  443 Len=82,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,8.8.4.4,UDP,304,59826  >  443 Len=262,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,8.8.4.4,UDP,259,59826  >  443 Len=217,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
8.8.4.4,192.168.77.21,UDP,82,443  >  59826 Len=40,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.4.4,192.168.77.21,UDP,1292,443  >  59826 Len=1250,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.4.4,192.168.77.21,UDP,1292,443  >  59826 Len=1250,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.4.4,192.168.77.21,UDP,346,443  >  59826 Len=304,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,8.8.4.4,UDP,1292,59826  >  443 Len=1250,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
8.8.4.4,192.168.77.21,UDP,976,443  >  59826 Len=934,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,8.8.4.4,UDP,73,59826  >  443 Len=31,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
8.8.4.4,192.168.77.21,UDP,67,443  >  59826 Len=25,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.4.4,192.168.77.21,UDP,550,443  >  59826 Len=508,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.4.4,192.168.77.21,UDP,64,443  >  59826 Len=22,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,8.8.4.4,UDP,73,59826  >  443 Len=31,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
8.8.4.4,192.168.77.21,UDP,162,443  >  59826 Len=120,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.4.4,192.168.77.21,UDP,766,443  >  59826 Len=724,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,8.8.4.4,UDP,78,59826  >  443 Len=36,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,150.171.28.11,TCP,66,49968  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
150.171.28.11,192.168.77.21,TCP,60,"443  >  49968 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,150.171.28.11,TCP,54,49968  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,150.171.28.11,TLSv1.2,2090,Client Hello,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=1 Ack=1461 Win=64240 Len=0,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=1 Ack=2037 Win=64240 Len=0,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
8.8.4.4,192.168.77.21,UDP,67,443  >  59826 Len=25,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,50:00:00:02:00:03,01:80:c2:00:00:00,,,0
150.171.27.11,192.168.77.21,TCP,60,"443  >  49893 [RST, ACK] Seq=1 Ack=2 Win=64240 Len=0",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TCP,1514,443  >  49968 [ACK] Seq=1 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TCP,1514,"443  >  49968 [PSH, ACK] Seq=1461 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TCP,1514,"443  >  49968 [PSH, ACK] Seq=2921 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TCP,1514,443  >  49968 [ACK] Seq=4381 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TLSv1.2,187,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,150.171.28.11,TCP,54,49968  >  443 [ACK] Seq=2037 Ack=5974 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,150.171.28.11,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,150.171.28.11,TLSv1.2,153,Application Data,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,150.171.28.11,TLSv1.2,623,Application Data,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=5974 Ack=2195 Win=64240 Len=0,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=5974 Ack=2294 Win=64240 Len=0,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=5974 Ack=2863 Win=64240 Len=0,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TLSv1.2,396,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TLSv1.2,123,Application Data,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,150.171.28.11,TCP,54,49968  >  443 [ACK] Seq=2863 Ack=6385 Win=63829 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
150.171.28.11,192.168.77.21,TLSv1.2,92,Application Data,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
150.171.28.11,192.168.77.21,TLSv1.2,453,"Application Data, Application Data",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,150.171.28.11,TCP,54,49968  >  443 [ACK] Seq=2863 Ack=6822 Win=63392 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
192.168.77.21,150.171.28.11,TLSv1.2,92,Application Data,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=6822 Ack=2901 Win=64240 Len=0,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,50:00:00:02:00:03,01:80:c2:00:00:00,,,0
192.168.77.21,23.49.104.204,HTTP,489,GET /filestreamingservice/files/ede01728-0354-4321-87c9-5b6ecfef8c97?P1=1744879689&P2=404&P3=2&P4=cltyto2tLES%2b411fboLFj3Y9YYkD3GG%2b0XwacZ1o%2ftLlR2z2s2UKTRclSPFGET2Y9aGNgDJipOFGYuLHRRcnVQ%3d%3d HTTP/1.1 ,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,60,80  >  49942 [ACK] Seq=66217 Ack=871 Win=64240 Len=0,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=66217 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=67677 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=69137 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=69137 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=70597 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=72057 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=72057 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=73517 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=74977 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=74977 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=76437 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=77897 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=77897 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=79357 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=80817 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=80817 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=82277 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=83737 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=83737 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=85197 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=86657 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=86657 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=88117 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=89577 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=89577 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=91037 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=92497 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=92497 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=93957 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=95417 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=95417 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=96877 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=98337 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=98337 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=99797 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=101257 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=101257 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=102717 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=104177 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=104177 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=105637 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=107097 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=107097 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=108557 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=110017 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=110017 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=111477 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=112937 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=112937 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=114397 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=115857 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=115857 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=117317 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=118777 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=118777 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=120237 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=121697 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=121697 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=123157 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=124617 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=124617 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=126077 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=127537 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=127537 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=128997 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=130457 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=130457 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
23.49.104.204,192.168.77.21,HTTP,570,HTTP/1.1 206 Partial Content ,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=132433 Win=64240 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,50:00:00:02:00:03,01:80:c2:00:00:00,,,0
157.240.199.17,192.168.77.21,TLSv1.3,107,"Application Data, Application Data",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,157.240.199.17,TCP,54,49966  >  443 [ACK] Seq=2952 Ack=1229 Win=63013 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
157.240.199.17,192.168.77.21,TLSv1.3,107,"Application Data, Application Data",aa:bb:cc:00:10:10,50:00:00:06:00:00,,,0
192.168.77.21,157.240.199.17,TCP,54,49967  >  443 [ACK] Seq=3048 Ack=1229 Win=63013 Len=0,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,0
