No.,Time,Source,Destination,Protocol,Length,Info,Tcp Flags,Source MAC Address,Destination MAC,Source IP ARP,Destination IP ARP,Time to live,Flags,Delta time,Frame length,Label
3193,31:27.4,50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,,50:00:00:02:00:03,01:80:c2:00:00:00,,,,,0.01212,60,
3194,31:27.4,150.171.27.11,192.168.77.21,TCP,60,"443  >  49893 [RST, ACK] Seq=1 Ack=2 Win=64240 Len=0",\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267R\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.034666,60,
3195,31:27.4,150.171.28.11,192.168.77.21,TCP,1514,443  >  49968 [ACK] Seq=1 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.019748,1514,
3196,31:27.4,150.171.28.11,192.168.77.21,TCP,1514,"443  >  49968 [PSH, ACK] Seq=1461 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0,1514,
3197,31:27.4,150.171.28.11,192.168.77.21,TCP,1514,"443  >  49968 [PSH, ACK] Seq=2921 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0,1514,
3198,31:27.4,150.171.28.11,192.168.77.21,TCP,1514,443  >  49968 [ACK] Seq=4381 Ack=2037 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0,1514,
3199,31:27.4,150.171.28.11,192.168.77.21,TLSv1.2,187,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0,187,
3200,31:27.4,192.168.77.21,150.171.28.11,TCP,54,49968  >  443 [ACK] Seq=2037 Ack=5974 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000114,54,
3201,31:27.5,192.168.77.21,150.171.28.11,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.00523,212,
3202,31:27.5,192.168.77.21,150.171.28.11,TLSv1.2,153,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000795,153,
3203,31:27.5,192.168.77.21,150.171.28.11,TLSv1.2,623,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000497,623,
3204,31:27.5,150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=5974 Ack=2195 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002604,60,
3205,31:27.5,150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=5974 Ack=2294 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0,60,
3206,31:27.5,150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=5974 Ack=2863 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002337,60,
3207,31:27.5,150.171.28.11,192.168.77.21,TLSv1.2,396,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.026488,396,
3208,31:27.5,150.171.28.11,192.168.77.21,TLSv1.2,123,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000627,123,
3209,31:27.5,192.168.77.21,150.171.28.11,TCP,54,49968  >  443 [ACK] Seq=2863 Ack=6385 Win=63829 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000054,54,
3210,31:27.5,150.171.28.11,192.168.77.21,TLSv1.2,92,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.026912,92,
3211,31:27.5,150.171.28.11,192.168.77.21,TLSv1.2,453,"Application Data, Application Data",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002923,453,
3212,31:27.5,192.168.77.21,150.171.28.11,TCP,54,49968  >  443 [ACK] Seq=2863 Ack=6822 Win=63392 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000047,54,
3213,31:27.6,192.168.77.21,150.171.28.11,TLSv1.2,92,Application Data,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.057483,92,
3214,31:27.6,150.171.28.11,192.168.77.21,TCP,60,443  >  49968 [ACK] Seq=6822 Ack=2901 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002356,60,
3215,31:29.4,50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,,50:00:00:02:00:03,01:80:c2:00:00:00,,,,,1.844641,60,
3216,31:30.2,192.168.77.21,23.49.104.204,HTTP,489,GET /filestreamingservice/files/ede01728-0354-4321-87c9-5b6ecfef8c97?P1=1744879689&P2=404&P3=2&P4=cltyto2tLES%2b411fboLFj3Y9YYkD3GG%2b0XwacZ1o%2ftLlR2z2s2UKTRclSPFGET2Y9aGNgDJipOFGYuLHRRcnVQ%3d%3d HTTP/1.1 ,\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.769434,489,
3217,31:30.2,23.49.104.204,192.168.77.21,TCP,60,80  >  49942 [ACK] Seq=66217 Ack=871 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.003005,60,
3218,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=66217 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.025684,1514,
3219,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=67677 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000833,1514,
3220,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=69137 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.00026,54,
3221,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=69137 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001141,1514,
3222,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=70597 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000552,1514,
3223,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=72057 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000052,54,
3224,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=72057 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002571,1514,
3225,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=73517 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000409,1514,
3226,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=74977 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000034,54,
3227,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=74977 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001507,1514,
3228,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=76437 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.00041,1514,
3229,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=77897 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000043,54,
3230,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=77897 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.002384,1514,
3231,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=79357 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000413,1514,
3232,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=80817 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000046,54,
3233,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=80817 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001676,1514,
3234,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=82277 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000459,1514,
3235,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=83737 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000039,54,
3236,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=83737 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000929,1514,
3237,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=85197 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000519,1514,
3238,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=86657 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000073,54,
3239,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=86657 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001968,1514,
3240,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=88117 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000404,1514,
3241,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=89577 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000043,54,
3242,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=89577 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001733,1514,
3243,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=91037 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000464,1514,
3244,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=92497 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000059,54,
3245,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=92497 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001059,1514,
3246,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=93957 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000341,1514,
3247,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=95417 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000041,54,
3248,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=95417 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001837,1514,
3249,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=96877 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000447,1514,
3250,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=98337 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000036,54,
3251,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=98337 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001359,1514,
3252,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=99797 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000327,1514,
3253,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=101257 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000033,54,
3254,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=101257 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001955,1514,
3255,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=102717 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000422,1514,
3256,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=104177 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000031,54,
3257,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=104177 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.0014,1514,
3258,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=105637 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000408,1514,
3259,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=107097 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000034,54,
3260,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=107097 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000955,1514,
3261,31:30.2,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=108557 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000341,1514,
3262,31:30.2,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=110017 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.00003,54,
3263,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=110017 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001971,1514,
3264,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=111477 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000397,1514,
3265,31:30.3,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=112937 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000038,54,
3266,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=112937 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001415,1514,
3267,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=114397 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000316,1514,
3268,31:30.3,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=115857 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000033,54,
3269,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=115857 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.001527,1514,
3270,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=117317 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000332,1514,
3271,31:30.3,192.168.77.21,23.49.104.204,TCP,54,49942  >  80 [ACK] Seq=871 Ack=118777 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,00:1A:2B:3C:4D:5E,aa:bb:cc:00:10:10,,,128,0x4000,0.000046,54,
3272,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,80  >  49942 [ACK] Seq=118777 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.00147,1514,
3273,31:30.3,23.49.104.204,192.168.77.21,TCP,1514,"80  >  49942 [PSH, ACK] Seq=120237 Ack=871 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,00:1A:2B:3C:4D:5E,,,127,0x0000,0.000348,1514,
